probe_id,f0,f1,f2,f3,sigma,target_gap,quadratic_relation_score
152,0.4378997029118353,0.16855180155326377,-0.11304659476784114,-0.8758165377487862,0.32685710981609883,0.006476223517234481,0.0
153,0.4373499048110834,0.5848350282020804,-0.4186254907158403,-0.5398571561742329,0.2900895823712822,0.04324375096205113,0.0
154,-0.9639703020938801,-0.20227099453670097,0.17196253054012323,0.016630981342197156,0.288323998287698,0.04500933504563531,0.0
155,0.5622544886691786,-0.6065750763229176,0.5029100144311137,-0.25103402984476847,0.3212468330862263,0.012086500247107002,0.0
156,-0.6835245067785592,-0.5913397522104797,0.3448428120027519,0.25336728498132977,0.31778541256497794,0.015547920768355372,0.0
157,0.057646636076851894,-0.8688690835455828,0.15416167984314355,-0.46688066727550676,0.31453224078042846,0.018801092552904852,0.0
158,0.03604278105660671,-0.5746260971773697,-0.11320728158720321,0.8097467985562186,0.3113179821941963,0.022015351139136996,0.0
159,-0.12499507000638663,0.9733064713478629,0.1126545237998252,0.15607595450262365,0.3301951414905148,0.003138191842818494,0.0
160,-0.30824533705160573,0.6102253281214196,-0.08943604982742553,0.7243003894078163,0.2781915606384734,0.055141772694859925,0.0
161,-0.3548613128827186,-0.49860371303718054,-0.7434014680949338,0.2698555969384132,0.27835259785593286,0.054980735477400455,0.0
162,0.523816884278965,-0.7271068804923807,-0.06884510593037639,-0.4383968607031208,0.3112447621265608,0.02208857120677249,0.0
163,0.7085053575701923,-0.3764577505239981,0.05128894635630654,-0.5947009032668482,0.2755321165576362,0.057801216775697106,0.0
164,-0.39149357985186173,0.7762368154682683,0.05471261123410023,0.49111680221552356,0.3159116053835187,0.017421727949814614,0.0
165,0.6326673016896375,-0.30690519479489586,0.5219619761583011,0.48280118291651,0.28212979437246155,0.051203538960871764,0.0
166,0.698394176115016,-0.025752994566300005,0.6998841015033959,-0.1474605116710247,0.3284977195716394,0.004835613761693891,0.0
167,0.7147872724031886,0.6557932671482283,0.1632589811918808,0.1798912200015647,0.3116428070619477,0.021690526271385624,0.0
